"location","origin_date","target","origin_epiweek","output_type","output_type_id","oracle_value"
"hhs10",2017-06-17,"ili perc","2017-25","quantile",NA,0.420902
"hhs10",2017-06-24,"ili perc","2017-26","quantile",NA,0.269874
"hhs10",2017-07-01,"ili perc","2017-27","quantile",NA,0.142951
"hhs10",2017-07-08,"ili perc","2017-28","quantile",NA,0.138835
"hhs10",2017-07-15,"ili perc","2017-29","quantile",NA,0.143258
"hhs10",2017-07-22,"ili perc","2017-30","quantile",NA,0.109022
"hhs10",2017-07-29,"ili perc","2017-31","quantile",NA,0.364459
"hhs10",2017-08-05,"ili perc","2017-32","quantile",NA,0.240377
"hhs10",2017-08-12,"ili perc","2017-33","quantile",NA,0.126923
"hhs10",2017-08-19,"ili perc","2017-34","quantile",NA,0.241729
"hhs10",2017-08-26,"ili perc","2017-35","quantile",NA,0.293072
"hhs10",2017-09-02,"ili perc","2017-36","quantile",NA,0.222412
"hhs10",2017-09-09,"ili perc","2017-37","quantile",NA,0.450716
"hhs10",2017-09-16,"ili perc","2017-38","quantile",NA,0.451331
"hhs10",2017-09-23,"ili perc","2017-39","quantile",NA,0.378646
"hhs10",2017-09-30,"ili perc","2017-40","quantile",NA,0.520871
"hhs10",2017-10-07,"ili perc","2017-41","quantile",NA,0.63234
"hhs10",2017-10-14,"ili perc","2017-42","quantile",NA,0.799399
"hhs10",2017-10-21,"ili perc","2017-43","quantile",NA,0.706956
"hhs10",2017-10-28,"ili perc","2017-44","quantile",NA,0.956682
"hhs10",2017-11-04,"ili perc","2017-45","quantile",NA,1.00098
"hhs10",2017-11-11,"ili perc","2017-46","quantile",NA,0.929811
"hhs10",2017-11-18,"ili perc","2017-47","quantile",NA,1.25088
"hhs10",2017-11-25,"ili perc","2017-48","quantile",NA,1.20543
"hhs10",2017-12-02,"ili perc","2017-49","quantile",NA,1.11517
"hhs10",2017-12-09,"ili perc","2017-50","quantile",NA,1.30968
"hhs10",2017-12-16,"ili perc","2017-51","quantile",NA,2.15611
"hhs10",2017-12-23,"ili perc","2017-52","quantile",NA,4.34775
"hhs10",2017-12-30,"ili perc","2017-01","quantile",NA,4.78676
"hhs10",2018-01-06,"ili perc","2018-02","quantile",NA,4.15034
"hhs10",2018-01-13,"ili perc","2018-03","quantile",NA,3.86796
"hhs10",2018-01-20,"ili perc","2018-04","quantile",NA,3.99004
"hhs10",2018-01-27,"ili perc","2018-05","quantile",NA,3.68608
"hhs10",2018-02-03,"ili perc","2018-06","quantile",NA,2.95199
"hhs10",2018-02-10,"ili perc","2018-07","quantile",NA,2.70056
"hhs10",2018-02-17,"ili perc","2018-08","quantile",NA,2.7734
"hhs10",2018-02-24,"ili perc","2018-09","quantile",NA,2.38842
"hhs10",2018-03-03,"ili perc","2018-10","quantile",NA,1.95807
"hhs10",2018-03-10,"ili perc","2018-11","quantile",NA,2.47377
"hhs10",2018-03-17,"ili perc","2018-12","quantile",NA,2.21496
"hhs10",2018-03-24,"ili perc","2018-13","quantile",NA,1.87625
"hhs10",2018-03-31,"ili perc","2018-14","quantile",NA,1.68045
"hhs10",2018-04-07,"ili perc","2018-15","quantile",NA,1.15663
"hhs10",2018-04-14,"ili perc","2018-16","quantile",NA,1.06773
"hhs10",2018-04-21,"ili perc","2018-17","quantile",NA,0.750455
"hhs10",2018-04-28,"ili perc","2018-18","quantile",NA,0.752148
"hhs10",2018-05-05,"ili perc","2018-19","quantile",NA,0.70532
"hhs10",2018-05-12,"ili perc","2018-20","quantile",NA,0.611919
"hhs10",2018-05-19,"ili perc","2018-21","quantile",NA,0.538392
"hhs10",2018-05-26,"ili perc","2018-22","quantile",NA,0.412262
"hhs10",2018-06-02,"ili perc","2018-23","quantile",NA,0.44774
"hhs10",2018-06-09,"ili perc","2018-24","quantile",NA,0.452247
"hhs10",2018-06-16,"ili perc","2018-25","quantile",NA,0.47953
"hhs10",2018-06-23,"ili perc","2018-26","quantile",NA,0.549856
"hhs10",2018-06-30,"ili perc","2018-27","quantile",NA,0.458911
"hhs10",2018-07-07,"ili perc","2018-28","quantile",NA,0.345018
"hhs10",2018-07-14,"ili perc","2018-29","quantile",NA,0.323305
"hhs10",2018-07-21,"ili perc","2018-30","quantile",NA,0.367041
"hhs10",2018-07-28,"ili perc","2018-31","quantile",NA,0.237159
"hhs10",2018-08-04,"ili perc","2018-32","quantile",NA,0.33245
"hhs10",2018-08-11,"ili perc","2018-33","quantile",NA,0.293927
"hhs10",2018-08-18,"ili perc","2018-34","quantile",NA,0.237899
"hhs10",2018-08-25,"ili perc","2018-35","quantile",NA,0.392777
"hhs10",2018-09-01,"ili perc","2018-36","quantile",NA,0.470784
"hhs10",2018-09-08,"ili perc","2018-37","quantile",NA,0.46169
"hhs10",2018-09-15,"ili perc","2018-38","quantile",NA,0.55536
"hhs10",2018-09-22,"ili perc","2018-39","quantile",NA,0.510904
"hhs10",2018-09-29,"ili perc","2018-40","quantile",NA,0.578762
"hhs10",2018-10-06,"ili perc","2018-41","quantile",NA,0.662063
"hhs10",2018-10-13,"ili perc","2018-42","quantile",NA,0.55549
"hhs10",2018-10-20,"ili perc","2018-43","quantile",NA,0.601457
"hhs10",2018-10-27,"ili perc","2018-44","quantile",NA,0.653545
"hhs10",2018-11-03,"ili perc","2018-45","quantile",NA,0.729821
"hhs10",2018-11-10,"ili perc","2018-46","quantile",NA,0.895721
"hhs10",2018-11-17,"ili perc","2018-47","quantile",NA,1.01564
"hhs10",2018-11-24,"ili perc","2018-48","quantile",NA,0.911587
"hhs10",2018-12-01,"ili perc","2018-49","quantile",NA,0.915972
"hhs10",2018-12-08,"ili perc","2018-50","quantile",NA,1.0552
"hhs10",2018-12-15,"ili perc","2018-51","quantile",NA,1.19609
"hhs10",2018-12-22,"ili perc","2018-52","quantile",NA,1.64264
"hhs10",2018-12-29,"ili perc","2018-01","quantile",NA,1.68617
"hhs10",2019-01-05,"ili perc","2019-02","quantile",NA,1.5756
"hhs10",2019-01-12,"ili perc","2019-03","quantile",NA,1.77233
"hhs10",2019-01-19,"ili perc","2019-04","quantile",NA,2.18975
"hhs10",2019-01-26,"ili perc","2019-05","quantile",NA,2.54886
"hhs10",2019-02-02,"ili perc","2019-06","quantile",NA,3.03255
"hhs10",2019-02-09,"ili perc","2019-07","quantile",NA,3.49716
"hhs10",2019-02-16,"ili perc","2019-08","quantile",NA,3.15417
"hhs10",2019-02-23,"ili perc","2019-09","quantile",NA,3.00456
"hhs10",2019-03-02,"ili perc","2019-10","quantile",NA,3.52803
"hhs10",2019-03-09,"ili perc","2019-11","quantile",NA,4.31716
"hhs10",2019-03-16,"ili perc","2019-12","quantile",NA,3.75357
"hhs10",2019-03-23,"ili perc","2019-13","quantile",NA,2.41805
"hhs10",2019-03-30,"ili perc","2019-14","quantile",NA,1.61843
"hhs10",2019-04-06,"ili perc","2019-15","quantile",NA,1.04057
"hhs10",2019-04-13,"ili perc","2019-16","quantile",NA,0.993068
"hhs10",2019-04-20,"ili perc","2019-17","quantile",NA,0.879525
"hhs10",2019-04-27,"ili perc","2019-18","quantile",NA,0.892764
"hhs10",2019-05-04,"ili perc","2019-19","quantile",NA,0.807694
"hhs10",2019-05-11,"ili perc","2019-20","quantile",NA,0.652629
"hhs10",2019-05-18,"ili perc","2019-21","quantile",NA,0.633381
"hhs10",2019-05-25,"ili perc","2019-22","quantile",NA,0.825151
"hhs10",2019-06-01,"ili perc","2019-23","quantile",NA,0.57288
"hhs10",2019-06-08,"ili perc","2019-24","quantile",NA,0.439016
"hhs10",2019-06-15,"ili perc","2019-25","quantile",NA,0.418499
"hhs10",2019-06-22,"ili perc","2019-26","quantile",NA,0.336081
"hhs10",2019-06-29,"ili perc","2019-27","quantile",NA,0.534581
"hhs10",2019-07-06,"ili perc","2019-28","quantile",NA,0.399316
"hhs10",2019-07-13,"ili perc","2019-29","quantile",NA,0.312323
"hhs10",2019-07-20,"ili perc","2019-30","quantile",NA,0.372493
"hhs10",2019-07-27,"ili perc","2019-31","quantile",NA,0.29988
"hhs10",2019-08-03,"ili perc","2019-32","quantile",NA,0.289678
"hhs10",2019-08-10,"ili perc","2019-33","quantile",NA,0.226204
"hhs10",2019-08-17,"ili perc","2019-34","quantile",NA,0.382112
"hhs10",2019-08-24,"ili perc","2019-35","quantile",NA,0.307925
"hhs10",2019-08-31,"ili perc","2019-36","quantile",NA,0.365761
"hhs10",2019-09-07,"ili perc","2019-37","quantile",NA,0.433748
"hhs10",2019-09-14,"ili perc","2019-38","quantile",NA,0.325311
"hhs10",2019-09-21,"ili perc","2019-39","quantile",NA,0.610315
"hhs10",2019-09-28,"ili perc","2019-40","quantile",NA,0.965331
"hhs10",2019-10-05,"ili perc","2019-41","quantile",NA,1.14082
"hhs10",2019-10-12,"ili perc","2019-42","quantile",NA,1.1863
"hhs10",2019-10-19,"ili perc","2019-43","quantile",NA,1.08054
"hhs10",2019-10-26,"ili perc","2019-44","quantile",NA,1.22242
"hhs10",2019-11-02,"ili perc","2019-45","quantile",NA,1.32442
"hhs10",2019-11-09,"ili perc","2019-46","quantile",NA,1.44765
"hhs10",2019-11-16,"ili perc","2019-47","quantile",NA,2.22542
"hhs10",2019-11-23,"ili perc","2019-48","quantile",NA,2.76215
"hhs10",2019-11-30,"ili perc","2019-49","quantile",NA,3.34417
"hhs10",2019-12-07,"ili perc","2019-50","quantile",NA,4.48523
"hhs10",2019-12-14,"ili perc","2019-51","quantile",NA,5.75694
"hhs10",2019-12-21,"ili perc","2019-52","quantile",NA,7.20584
"hhs10",2019-12-28,"ili perc","2019-01","quantile",NA,5.70858
"hhs10",2020-01-04,"ili perc","2020-02","quantile",NA,4.09724
"hhs10",2020-01-11,"ili perc","2020-03","quantile",NA,3.58253
"hhs10",2020-01-18,"ili perc","2020-04","quantile",NA,3.8196
"hhs10",2020-01-25,"ili perc","2020-05","quantile",NA,3.89226
"hhs10",2020-02-01,"ili perc","2020-06","quantile",NA,3.51263
"hhs10",2020-02-08,"ili perc","2020-07","quantile",NA,3.44896
"hhs10",2020-02-15,"ili perc","2020-08","quantile",NA,3.59175
"hhs10",2020-02-22,"ili perc","2020-09","quantile",NA,3.85846
