"as_of","location","date","target","origin_epiweek","observation"
"2019-09-22","hhs5",2018-02-03,"ili perc","2018-06",5.8077
"2019-09-22","hhs5",2018-02-10,"ili perc","2018-07",4.6786
"2019-09-22","hhs5",2018-02-17,"ili perc","2018-08",3.79907
"2019-09-22","hhs5",2018-02-24,"ili perc","2018-09",2.97213
"2019-09-22","hhs5",2018-03-03,"ili perc","2018-10",2.63215
"2019-09-22","hhs5",2018-03-10,"ili perc","2018-11",2.30105
"2019-09-22","hhs5",2018-03-17,"ili perc","2018-12",2.22336
"2019-09-22","hhs5",2018-03-24,"ili perc","2018-13",2.16796
"2019-09-22","hhs5",2018-03-31,"ili perc","2018-14",1.76048
"2019-09-22","hhs5",2018-04-07,"ili perc","2018-15",1.68205
"2019-09-22","hhs5",2018-04-14,"ili perc","2018-16",1.44979
"2019-09-22","hhs5",2018-04-21,"ili perc","2018-17",1.36738
"2019-09-22","hhs5",2018-04-28,"ili perc","2018-18",1.14788
"2019-09-22","hhs5",2018-05-05,"ili perc","2018-19",1.03234
"2019-09-22","hhs5",2018-05-12,"ili perc","2018-20",0.941332
"2019-09-22","hhs5",2018-05-19,"ili perc","2018-21",0.975639
"2019-09-22","hhs5",2018-05-26,"ili perc","2018-22",0.919976
"2019-09-22","hhs5",2018-06-02,"ili perc","2018-23",0.775796
"2019-09-22","hhs5",2018-06-09,"ili perc","2018-24",0.572249
"2019-09-22","hhs5",2018-06-16,"ili perc","2018-25",0.54625
"2019-09-22","hhs5",2018-06-23,"ili perc","2018-26",0.557642
"2019-09-22","hhs5",2018-06-30,"ili perc","2018-27",0.528661
"2019-09-22","hhs5",2018-07-07,"ili perc","2018-28",0.536227
"2019-09-22","hhs5",2018-07-14,"ili perc","2018-29",0.574669
"2019-09-22","hhs5",2018-07-21,"ili perc","2018-30",0.445023
"2019-09-22","hhs5",2018-07-28,"ili perc","2018-31",0.538439
"2019-09-22","hhs5",2018-08-04,"ili perc","2018-32",0.472081
"2019-09-22","hhs5",2018-08-11,"ili perc","2018-33",0.515979
"2019-09-22","hhs5",2018-08-18,"ili perc","2018-34",0.568469
"2019-09-22","hhs5",2018-08-25,"ili perc","2018-35",0.664523
"2019-09-22","hhs5",2018-09-01,"ili perc","2018-36",0.809583
"2019-09-22","hhs5",2018-09-08,"ili perc","2018-37",0.94096
"2019-09-22","hhs5",2018-09-15,"ili perc","2018-38",1.08804
"2019-09-22","hhs5",2018-09-22,"ili perc","2018-39",0.973622
"2020-09-20","hhs5",2018-09-29,"ili perc","2018-40",1.00242
"2020-09-20","hhs5",2018-10-06,"ili perc","2018-41",1.07372
"2020-09-20","hhs5",2018-10-13,"ili perc","2018-42",1.01755
"2020-09-20","hhs5",2018-10-20,"ili perc","2018-43",1.15672
"2020-09-20","hhs5",2018-10-27,"ili perc","2018-44",1.33366
"2020-09-20","hhs5",2018-11-03,"ili perc","2018-45",1.26681
"2020-09-20","hhs5",2018-11-10,"ili perc","2018-46",1.34123
"2020-09-20","hhs5",2018-11-17,"ili perc","2018-47",1.57135
"2020-09-20","hhs5",2018-11-24,"ili perc","2018-48",1.50342
"2020-09-20","hhs5",2018-12-01,"ili perc","2018-49",1.47836
"2020-09-20","hhs5",2018-12-08,"ili perc","2018-50",1.73258
"2020-09-20","hhs5",2018-12-15,"ili perc","2018-51",2.23118
"2020-09-20","hhs5",2018-12-22,"ili perc","2018-52",3.03088
"2020-09-20","hhs5",2018-12-29,"ili perc","2018-01",2.40224
"2020-09-20","hhs5",2019-01-05,"ili perc","2019-02",2.20503
"2020-09-20","hhs5",2019-01-12,"ili perc","2019-03",2.26915
"2020-09-20","hhs5",2019-01-19,"ili perc","2019-04",2.37917
"2020-09-20","hhs5",2019-01-26,"ili perc","2019-05",2.49584
"2020-09-20","hhs5",2019-02-02,"ili perc","2019-06",2.30078
"2020-09-20","hhs5",2019-02-09,"ili perc","2019-07",2.48425
"2020-09-20","hhs5",2019-02-16,"ili perc","2019-08",2.91274
"2020-09-20","hhs5",2019-02-23,"ili perc","2019-09",3.03561
"2020-09-20","hhs5",2019-03-02,"ili perc","2019-10",3.30287
"2020-09-20","hhs5",2019-03-09,"ili perc","2019-11",3.56636
"2020-09-20","hhs5",2019-03-16,"ili perc","2019-12",3.19464
"2020-09-20","hhs5",2019-03-23,"ili perc","2019-13",2.55139
"2020-09-20","hhs5",2019-03-30,"ili perc","2019-14",2.07604
"2020-09-20","hhs5",2019-04-06,"ili perc","2019-15",1.75139
"2020-09-20","hhs5",2019-04-13,"ili perc","2019-16",1.58427
"2020-09-20","hhs5",2019-04-20,"ili perc","2019-17",1.27792
"2020-09-20","hhs5",2019-04-27,"ili perc","2019-18",1.22917
"2020-09-20","hhs5",2019-05-04,"ili perc","2019-19",1.08674
"2020-09-20","hhs5",2019-05-11,"ili perc","2019-20",1.13474
"2020-09-20","hhs5",2019-05-18,"ili perc","2019-21",1.001
"2020-09-20","hhs5",2019-05-25,"ili perc","2019-22",1.06924
"2020-09-20","hhs5",2019-06-01,"ili perc","2019-23",0.919699
"2020-09-20","hhs5",2019-06-08,"ili perc","2019-24",0.813831
"2020-09-20","hhs5",2019-06-15,"ili perc","2019-25",0.715927
"2020-09-20","hhs5",2019-06-22,"ili perc","2019-26",0.74116
"2020-09-20","hhs5",2019-06-29,"ili perc","2019-27",0.757679
"2020-09-20","hhs5",2019-07-06,"ili perc","2019-28",0.559973
"2020-09-20","hhs5",2019-07-13,"ili perc","2019-29",0.572801
"2020-09-20","hhs5",2019-07-20,"ili perc","2019-30",0.588688
"2020-09-20","hhs5",2019-07-27,"ili perc","2019-31",0.555753
"2020-09-20","hhs5",2019-08-03,"ili perc","2019-32",0.557836
"2020-09-20","hhs5",2019-08-10,"ili perc","2019-33",0.552133
"2020-09-20","hhs5",2019-08-17,"ili perc","2019-34",0.503687
"2020-09-20","hhs5",2019-08-24,"ili perc","2019-35",0.60047
"2020-09-20","hhs5",2019-08-31,"ili perc","2019-36",0.805677
"2020-09-20","hhs5",2019-09-07,"ili perc","2019-37",0.976901
"2020-09-20","hhs5",2019-09-14,"ili perc","2019-38",1.05817
"2020-09-20","hhs5",2019-09-21,"ili perc","2019-39",1.06951
"2021-09-26","hhs5",2019-09-28,"ili perc","2019-40",1.11084
"2021-09-26","hhs5",2019-10-05,"ili perc","2019-41",1.268
"2021-09-26","hhs5",2019-10-12,"ili perc","2019-42",1.27061
"2021-09-26","hhs5",2019-10-19,"ili perc","2019-43",1.36856
"2021-09-26","hhs5",2019-10-26,"ili perc","2019-44",1.42243
"2021-09-26","hhs5",2019-11-02,"ili perc","2019-45",1.47042
"2021-09-26","hhs5",2019-11-09,"ili perc","2019-46",1.53858
"2021-09-26","hhs5",2019-11-16,"ili perc","2019-47",1.62911
"2021-09-26","hhs5",2019-11-23,"ili perc","2019-48",1.97596
"2021-09-26","hhs5",2019-11-30,"ili perc","2019-49",2.06425
"2021-09-26","hhs5",2019-12-07,"ili perc","2019-50",2.39678
"2021-09-26","hhs5",2019-12-14,"ili perc","2019-51",3.24537
"2021-09-26","hhs5",2019-12-21,"ili perc","2019-52",4.76058
"2021-09-26","hhs5",2019-12-28,"ili perc","2019-01",3.35523
"2021-09-26","hhs5",2020-01-04,"ili perc","2020-02",2.98361
"2021-09-26","hhs5",2020-01-11,"ili perc","2020-03",3.08637
"2021-09-26","hhs5",2020-01-18,"ili perc","2020-04",4.15569
"2021-09-26","hhs5",2020-01-25,"ili perc","2020-05",5.04498
"2021-09-26","hhs5",2020-02-01,"ili perc","2020-06",5.52929
"2021-09-26","hhs5",2020-02-08,"ili perc","2020-07",5.19919
"2021-09-26","hhs5",2020-02-15,"ili perc","2020-08",4.70476
"2021-09-26","hhs5",2020-02-22,"ili perc","2020-09",4.48355
"2017-10-01","hhs6",2015-10-17,"ili perc","2015-42",2.98999
"2017-10-01","hhs6",2015-10-24,"ili perc","2015-43",3.09627
"2017-10-01","hhs6",2015-10-31,"ili perc","2015-44",2.87066
"2017-10-01","hhs6",2015-11-07,"ili perc","2015-45",3.26718
"2017-10-01","hhs6",2015-11-14,"ili perc","2015-46",3.27454
"2017-10-01","hhs6",2015-11-21,"ili perc","2015-47",4.08707
"2017-10-01","hhs6",2015-11-28,"ili perc","2015-48",3.638
"2017-10-01","hhs6",2015-12-05,"ili perc","2015-49",3.6785
"2017-10-01","hhs6",2015-12-12,"ili perc","2015-50",3.75233
"2017-10-01","hhs6",2015-12-19,"ili perc","2015-51",4.27091
"2017-10-01","hhs6",2015-12-26,"ili perc","2015-52",4.63939
"2017-10-01","hhs6",2016-01-02,"ili perc","2016-01",3.77153
"2017-10-01","hhs6",2016-01-09,"ili perc","2016-02",3.53418
"2017-10-01","hhs6",2016-01-16,"ili perc","2016-03",3.78371
"2017-10-01","hhs6",2016-01-23,"ili perc","2016-04",4.19069
"2017-10-01","hhs6",2016-01-30,"ili perc","2016-05",4.15589
"2017-10-01","hhs6",2016-02-06,"ili perc","2016-06",4.8437
"2017-10-01","hhs6",2016-02-13,"ili perc","2016-07",5.31515
"2017-10-01","hhs6",2016-02-20,"ili perc","2016-08",4.16406
"2017-10-01","hhs6",2016-02-27,"ili perc","2016-09",4.48291
"2017-10-01","hhs6",2016-03-05,"ili perc","2016-10",4.14826
"2017-10-01","hhs6",2016-03-12,"ili perc","2016-11",3.66362
"2017-10-01","hhs6",2016-03-19,"ili perc","2016-12",3.43738
"2017-10-01","hhs6",2016-03-26,"ili perc","2016-13",3.05546
"2017-10-01","hhs6",2016-04-02,"ili perc","2016-14",2.70478
"2017-10-01","hhs6",2016-04-09,"ili perc","2016-15",3.03213
"2017-10-01","hhs6",2016-04-16,"ili perc","2016-16",3.12015
"2017-10-01","hhs6",2016-04-23,"ili perc","2016-17",2.63344
"2017-10-01","hhs6",2016-04-30,"ili perc","2016-18",2.52747
"2017-10-01","hhs6",2016-05-07,"ili perc","2016-19",2.08684
"2017-10-01","hhs6",2016-05-14,"ili perc","2016-20",2.09639
"2017-10-01","hhs6",2016-05-21,"ili perc","2016-21",2.17518
"2017-10-01","hhs6",2016-05-28,"ili perc","2016-22",1.96065
"2017-10-01","hhs6",2016-06-04,"ili perc","2016-23",1.59479
"2017-10-01","hhs6",2016-06-11,"ili perc","2016-24",1.64698
"2017-10-01","hhs6",2016-06-18,"ili perc","2016-25",1.44474
"2017-10-01","hhs6",2016-06-25,"ili perc","2016-26",1.42227
"2017-10-01","hhs6",2016-07-02,"ili perc","2016-27",1.36613
"2017-10-01","hhs6",2016-07-09,"ili perc","2016-28",1.28243
"2017-10-01","hhs6",2016-07-16,"ili perc","2016-29",1.16551
"2017-10-01","hhs6",2016-07-23,"ili perc","2016-30",1.2563
"2017-10-01","hhs6",2016-07-30,"ili perc","2016-31",1.03208
"2017-10-01","hhs6",2016-08-06,"ili perc","2016-32",1.0707
"2017-10-01","hhs6",2016-08-13,"ili perc","2016-33",1.11025
"2017-10-01","hhs6",2016-08-20,"ili perc","2016-34",1.41844
"2017-10-01","hhs6",2016-08-27,"ili perc","2016-35",2.21023
"2017-10-01","hhs6",2016-09-03,"ili perc","2016-36",2.30176
"2017-10-01","hhs6",2016-09-10,"ili perc","2016-37",2.09464
"2017-10-01","hhs6",2016-09-17,"ili perc","2016-38",2.00967
"2017-10-01","hhs6",2016-09-24,"ili perc","2016-39",2.22051
"2018-09-23","hhs6",2016-10-01,"ili perc","2016-40",1.76526
"2018-09-23","hhs6",2016-10-08,"ili perc","2016-41",1.82039
"2018-09-23","hhs6",2016-10-15,"ili perc","2016-42",1.65697
"2018-09-23","hhs6",2016-10-22,"ili perc","2016-43",2.00697
"2018-09-23","hhs6",2016-10-29,"ili perc","2016-44",1.96261
"2018-09-23","hhs6",2016-11-05,"ili perc","2016-45",2.05983
"2018-09-23","hhs6",2016-11-12,"ili perc","2016-46",2.25577
"2018-09-23","hhs6",2016-11-19,"ili perc","2016-47",2.46228
"2018-09-23","hhs6",2016-11-26,"ili perc","2016-48",2.40277
"2018-09-23","hhs6",2016-12-03,"ili perc","2016-49",2.82109
"2018-09-23","hhs6",2016-12-10,"ili perc","2016-50",3.29508
"2018-09-23","hhs6",2016-12-17,"ili perc","2016-51",3.75623
"2018-09-23","hhs6",2016-12-24,"ili perc","2016-52",4.15913
"2018-09-23","hhs6",2016-12-31,"ili perc","2017-01",4.03886
"2018-09-23","hhs6",2017-01-07,"ili perc","2017-02",4.80185
"2018-09-23","hhs6",2017-01-14,"ili perc","2017-03",5.26955
"2018-09-23","hhs6",2017-01-21,"ili perc","2017-04",6.10427
"2018-09-23","hhs6",2017-01-28,"ili perc","2017-05",8.13221
"2018-09-23","hhs6",2017-02-04,"ili perc","2017-06",9.87589
"2018-09-23","hhs6",2017-02-11,"ili perc","2017-07",8.79917
"2018-09-23","hhs6",2017-02-18,"ili perc","2017-08",8.34112
"2018-09-23","hhs6",2017-02-25,"ili perc","2017-09",6.90124
"2018-09-23","hhs6",2017-03-04,"ili perc","2017-10",6.46666
"2018-09-23","hhs6",2017-03-11,"ili perc","2017-11",5.35945
"2018-09-23","hhs6",2017-03-18,"ili perc","2017-12",4.41414
"2018-09-23","hhs6",2017-03-25,"ili perc","2017-13",3.68979
"2018-09-23","hhs6",2017-04-01,"ili perc","2017-14",3.27296
"2018-09-23","hhs6",2017-04-08,"ili perc","2017-15",3.02577
"2018-09-23","hhs6",2017-04-15,"ili perc","2017-16",2.89176
"2018-09-23","hhs6",2017-04-22,"ili perc","2017-17",2.4434
"2018-09-23","hhs6",2017-04-29,"ili perc","2017-18",2.30211
"2018-09-23","hhs6",2017-05-06,"ili perc","2017-19",1.66187
"2018-09-23","hhs6",2017-05-13,"ili perc","2017-20",2.05313
"2018-09-23","hhs6",2017-05-20,"ili perc","2017-21",1.83173
"2018-09-23","hhs6",2017-05-27,"ili perc","2017-22",1.59942
"2018-09-23","hhs6",2017-06-03,"ili perc","2017-23",1.50041
"2018-09-23","hhs6",2017-06-10,"ili perc","2017-24",1.37974
"2018-09-23","hhs6",2017-06-17,"ili perc","2017-25",1.32368
"2018-09-23","hhs6",2017-06-24,"ili perc","2017-26",1.2837
"2018-09-23","hhs6",2017-07-01,"ili perc","2017-27",1.20651
"2018-09-23","hhs6",2017-07-08,"ili perc","2017-28",1.06283
"2018-09-23","hhs6",2017-07-15,"ili perc","2017-29",1.20983
"2018-09-23","hhs6",2017-07-22,"ili perc","2017-30",1.14309
"2018-09-23","hhs6",2017-07-29,"ili perc","2017-31",1.15229
"2018-09-23","hhs6",2017-08-05,"ili perc","2017-32",0.96867
"2018-09-23","hhs6",2017-08-12,"ili perc","2017-33",1.02289
"2018-09-23","hhs6",2017-08-19,"ili perc","2017-34",1.66769
"2018-09-23","hhs6",2017-08-26,"ili perc","2017-35",1.74834
"2018-09-23","hhs6",2017-09-02,"ili perc","2017-36",1.78512
"2018-09-23","hhs6",2017-09-09,"ili perc","2017-37",1.76123
"2018-09-23","hhs6",2017-09-16,"ili perc","2017-38",1.60371
"2018-09-23","hhs6",2017-09-23,"ili perc","2017-39",1.79261
"2019-09-22","hhs6",2017-09-30,"ili perc","2017-40",1.91763
"2019-09-22","hhs6",2017-10-07,"ili perc","2017-41",2.04769
"2019-09-22","hhs6",2017-10-14,"ili perc","2017-42",2.02153
"2019-09-22","hhs6",2017-10-21,"ili perc","2017-43",2.23701
"2019-09-22","hhs6",2017-10-28,"ili perc","2017-44",2.94144
"2019-09-22","hhs6",2017-11-04,"ili perc","2017-45",3.31967
"2019-09-22","hhs6",2017-11-11,"ili perc","2017-46",3.92209
"2019-09-22","hhs6",2017-11-18,"ili perc","2017-47",4.11395
"2019-09-22","hhs6",2017-11-25,"ili perc","2017-48",4.61822
"2019-09-22","hhs6",2017-12-02,"ili perc","2017-49",5.14474
"2019-09-22","hhs6",2017-12-09,"ili perc","2017-50",7.99198
"2019-09-22","hhs6",2017-12-16,"ili perc","2017-51",11.6106
"2019-09-22","hhs6",2017-12-23,"ili perc","2017-52",10.4245
"2019-09-22","hhs6",2017-12-30,"ili perc","2017-01",11.0059
"2019-09-22","hhs6",2018-01-06,"ili perc","2018-02",11.5045
"2019-09-22","hhs6",2018-01-13,"ili perc","2018-03",11.716
"2019-09-22","hhs6",2018-01-20,"ili perc","2018-04",12.7142
"2019-09-22","hhs6",2018-01-27,"ili perc","2018-05",12.5047
"2019-09-22","hhs6",2018-02-03,"ili perc","2018-06",11.3711
"2019-09-22","hhs6",2018-02-10,"ili perc","2018-07",9.56616
"2019-09-22","hhs6",2018-02-17,"ili perc","2018-08",7.26319
"2019-09-22","hhs6",2018-02-24,"ili perc","2018-09",5.35006
"2019-09-22","hhs6",2018-03-03,"ili perc","2018-10",4.27347
"2019-09-22","hhs6",2018-03-10,"ili perc","2018-11",3.35348
"2019-09-22","hhs6",2018-03-17,"ili perc","2018-12",2.83427
"2019-09-22","hhs6",2018-03-24,"ili perc","2018-13",2.95336
"2019-09-22","hhs6",2018-03-31,"ili perc","2018-14",2.49171
"2019-09-22","hhs6",2018-04-07,"ili perc","2018-15",2.13115
"2019-09-22","hhs6",2018-04-14,"ili perc","2018-16",2.12088
"2019-09-22","hhs6",2018-04-21,"ili perc","2018-17",2.03449
"2019-09-22","hhs6",2018-04-28,"ili perc","2018-18",1.98637
"2019-09-22","hhs6",2018-05-05,"ili perc","2018-19",1.92456
"2019-09-22","hhs6",2018-05-12,"ili perc","2018-20",1.54811
"2019-09-22","hhs6",2018-05-19,"ili perc","2018-21",1.71159
"2019-09-22","hhs6",2018-05-26,"ili perc","2018-22",1.52038
"2019-09-22","hhs6",2018-06-02,"ili perc","2018-23",1.41077
"2019-09-22","hhs6",2018-06-09,"ili perc","2018-24",1.42627
"2019-09-22","hhs6",2018-06-16,"ili perc","2018-25",1.25356
"2019-09-22","hhs6",2018-06-23,"ili perc","2018-26",1.4386
"2019-09-22","hhs6",2018-06-30,"ili perc","2018-27",1.13421
"2019-09-22","hhs6",2018-07-07,"ili perc","2018-28",1.18297
"2019-09-22","hhs6",2018-07-14,"ili perc","2018-29",0.977369
"2019-09-22","hhs6",2018-07-21,"ili perc","2018-30",0.931847
"2019-09-22","hhs6",2018-07-28,"ili perc","2018-31",0.982752
"2019-09-22","hhs6",2018-08-04,"ili perc","2018-32",1.19503
"2019-09-22","hhs6",2018-08-11,"ili perc","2018-33",0.995902
"2019-09-22","hhs6",2018-08-18,"ili perc","2018-34",1.31735
"2019-09-22","hhs6",2018-08-25,"ili perc","2018-35",1.26283
"2019-09-22","hhs6",2018-09-01,"ili perc","2018-36",1.78633
"2019-09-22","hhs6",2018-09-08,"ili perc","2018-37",1.8517
"2019-09-22","hhs6",2018-09-15,"ili perc","2018-38",1.78941
"2019-09-22","hhs6",2018-09-22,"ili perc","2018-39",2.05765
"2020-09-20","hhs6",2018-09-29,"ili perc","2018-40",2.28816
"2020-09-20","hhs6",2018-10-06,"ili perc","2018-41",2.00975
"2020-09-20","hhs6",2018-10-13,"ili perc","2018-42",2.16075
"2020-09-20","hhs6",2018-10-20,"ili perc","2018-43",2.52527
"2020-09-20","hhs6",2018-10-27,"ili perc","2018-44",2.79139
"2020-09-20","hhs6",2018-11-03,"ili perc","2018-45",2.98967
"2020-09-20","hhs6",2018-11-10,"ili perc","2018-46",3.32955
"2020-09-20","hhs6",2018-11-17,"ili perc","2018-47",3.63767
"2020-09-20","hhs6",2018-11-24,"ili perc","2018-48",3.39675
"2020-09-20","hhs6",2018-12-01,"ili perc","2018-49",3.34086
"2020-09-20","hhs6",2018-12-08,"ili perc","2018-50",3.85029
"2020-09-20","hhs6",2018-12-15,"ili perc","2018-51",4.62906
"2020-09-20","hhs6",2018-12-22,"ili perc","2018-52",6.04089
"2020-09-20","hhs6",2018-12-29,"ili perc","2018-01",4.91464
"2020-09-20","hhs6",2019-01-05,"ili perc","2019-02",4.3825
"2020-09-20","hhs6",2019-01-12,"ili perc","2019-03",5.11485
"2020-09-20","hhs6",2019-01-19,"ili perc","2019-04",6.47652
"2020-09-20","hhs6",2019-01-26,"ili perc","2019-05",8.17457
"2020-09-20","hhs6",2019-02-02,"ili perc","2019-06",9.80356
"2020-09-20","hhs6",2019-02-09,"ili perc","2019-07",10.0847
"2020-09-20","hhs6",2019-02-16,"ili perc","2019-08",9.40721
"2020-09-20","hhs6",2019-02-23,"ili perc","2019-09",9.18188
"2020-09-20","hhs6",2019-03-02,"ili perc","2019-10",8.24588
"2020-09-20","hhs6",2019-03-09,"ili perc","2019-11",7.28845
"2020-09-20","hhs6",2019-03-16,"ili perc","2019-12",5.49805
"2020-09-20","hhs6",2019-03-23,"ili perc","2019-13",4.54206
"2020-09-20","hhs6",2019-03-30,"ili perc","2019-14",4.01324
"2020-09-20","hhs6",2019-04-06,"ili perc","2019-15",3.47919
"2020-09-20","hhs6",2019-04-13,"ili perc","2019-16",3.0511
"2020-09-20","hhs6",2019-04-20,"ili perc","2019-17",2.47303
"2020-09-20","hhs6",2019-04-27,"ili perc","2019-18",2.29233
"2020-09-20","hhs6",2019-05-04,"ili perc","2019-19",2.21298
"2020-09-20","hhs6",2019-05-11,"ili perc","2019-20",2.24984
"2020-09-20","hhs6",2019-05-18,"ili perc","2019-21",2.47883
"2020-09-20","hhs6",2019-05-25,"ili perc","2019-22",1.93588
"2020-09-20","hhs6",2019-06-01,"ili perc","2019-23",1.92629
"2020-09-20","hhs6",2019-06-08,"ili perc","2019-24",1.9284
"2020-09-20","hhs6",2019-06-15,"ili perc","2019-25",1.67062
"2020-09-20","hhs6",2019-06-22,"ili perc","2019-26",1.60484
"2020-09-20","hhs6",2019-06-29,"ili perc","2019-27",1.51519
"2020-09-20","hhs6",2019-07-06,"ili perc","2019-28",1.37937
"2020-09-20","hhs6",2019-07-13,"ili perc","2019-29",1.204
"2020-09-20","hhs6",2019-07-20,"ili perc","2019-30",1.35089
"2020-09-20","hhs6",2019-07-27,"ili perc","2019-31",1.20033
"2020-09-20","hhs6",2019-08-03,"ili perc","2019-32",1.07901
"2020-09-20","hhs6",2019-08-10,"ili perc","2019-33",0.925983
"2020-09-20","hhs6",2019-08-17,"ili perc","2019-34",1.28484
"2020-09-20","hhs6",2019-08-24,"ili perc","2019-35",1.77937
"2020-09-20","hhs6",2019-08-31,"ili perc","2019-36",1.84024
"2020-09-20","hhs6",2019-09-07,"ili perc","2019-37",1.97188
"2020-09-20","hhs6",2019-09-14,"ili perc","2019-38",1.81368
"2020-09-20","hhs6",2019-09-21,"ili perc","2019-39",2.01778
"2021-09-26","hhs6",2019-09-28,"ili perc","2019-40",2.1699
"2021-09-26","hhs6",2019-10-05,"ili perc","2019-41",2.54586
"2021-09-26","hhs6",2019-10-12,"ili perc","2019-42",2.65452
"2021-09-26","hhs6",2019-10-19,"ili perc","2019-43",3.18499
"2021-09-26","hhs6",2019-10-26,"ili perc","2019-44",3.72909
"2021-09-26","hhs6",2019-11-02,"ili perc","2019-45",4.6946
"2021-09-26","hhs6",2019-11-09,"ili perc","2019-46",5.0121
"2021-09-26","hhs6",2019-11-16,"ili perc","2019-47",6.33439
"2021-09-26","hhs6",2019-11-23,"ili perc","2019-48",6.9234
"2021-09-26","hhs6",2019-11-30,"ili perc","2019-49",5.82737
"2021-09-26","hhs6",2019-12-07,"ili perc","2019-50",7.71245
"2021-09-26","hhs6",2019-12-14,"ili perc","2019-51",10.1455
"2021-09-26","hhs6",2019-12-21,"ili perc","2019-52",13.4026
"2021-09-26","hhs6",2019-12-28,"ili perc","2019-01",9.9767
"2021-09-26","hhs6",2020-01-04,"ili perc","2020-02",8.8427
"2021-09-26","hhs6",2020-01-11,"ili perc","2020-03",9.68527
"2021-09-26","hhs6",2020-01-18,"ili perc","2020-04",9.90765
"2021-09-26","hhs6",2020-01-25,"ili perc","2020-05",10.7181
"2021-09-26","hhs6",2020-02-01,"ili perc","2020-06",10.3581
"2021-09-26","hhs6",2020-02-08,"ili perc","2020-07",9.43383
"2021-09-26","hhs6",2020-02-15,"ili perc","2020-08",8.72394
"2021-09-26","hhs6",2020-02-22,"ili perc","2020-09",8.02554
"2017-10-01","hhs7",2015-10-17,"ili perc","2015-42",1.12273
"2017-10-01","hhs7",2015-10-24,"ili perc","2015-43",0.854524
"2017-10-01","hhs7",2015-10-31,"ili perc","2015-44",1.15375
"2017-10-01","hhs7",2015-11-07,"ili perc","2015-45",1.20878
"2017-10-01","hhs7",2015-11-14,"ili perc","2015-46",1.05016
"2017-10-01","hhs7",2015-11-21,"ili perc","2015-47",1.31092
"2017-10-01","hhs7",2015-11-28,"ili perc","2015-48",0.95359
"2017-10-01","hhs7",2015-12-05,"ili perc","2015-49",0.912263
"2017-10-01","hhs7",2015-12-12,"ili perc","2015-50",1.19874
"2017-10-01","hhs7",2015-12-19,"ili perc","2015-51",1.39056
"2017-10-01","hhs7",2015-12-26,"ili perc","2015-52",1.55082
"2017-10-01","hhs7",2016-01-02,"ili perc","2016-01",1.41906
"2017-10-01","hhs7",2016-01-09,"ili perc","2016-02",1.1452
"2017-10-01","hhs7",2016-01-16,"ili perc","2016-03",1.15409
"2017-10-01","hhs7",2016-01-23,"ili perc","2016-04",1.175
"2017-10-01","hhs7",2016-01-30,"ili perc","2016-05",1.12489
"2017-10-01","hhs7",2016-02-06,"ili perc","2016-06",1.50883
"2017-10-01","hhs7",2016-02-13,"ili perc","2016-07",1.81036
"2017-10-01","hhs7",2016-02-20,"ili perc","2016-08",1.8449
"2017-10-01","hhs7",2016-02-27,"ili perc","2016-09",2.40642
"2017-10-01","hhs7",2016-03-05,"ili perc","2016-10",2.50362
"2017-10-01","hhs7",2016-03-12,"ili perc","2016-11",1.99971
"2017-10-01","hhs7",2016-03-19,"ili perc","2016-12",2.05839
"2017-10-01","hhs7",2016-03-26,"ili perc","2016-13",2.09375
"2017-10-01","hhs7",2016-04-02,"ili perc","2016-14",1.54483
"2017-10-01","hhs7",2016-04-09,"ili perc","2016-15",1.39301
"2017-10-01","hhs7",2016-04-16,"ili perc","2016-16",1.20827
"2017-10-01","hhs7",2016-04-23,"ili perc","2016-17",0.986163
"2017-10-01","hhs7",2016-04-30,"ili perc","2016-18",0.908619
"2017-10-01","hhs7",2016-05-07,"ili perc","2016-19",0.704888
"2017-10-01","hhs7",2016-05-14,"ili perc","2016-20",0.59335
"2017-10-01","hhs7",2016-05-21,"ili perc","2016-21",0.32297
"2017-10-01","hhs7",2016-05-28,"ili perc","2016-22",0.395716
"2017-10-01","hhs7",2016-06-04,"ili perc","2016-23",0.527908
"2017-10-01","hhs7",2016-06-11,"ili perc","2016-24",0.309099
"2017-10-01","hhs7",2016-06-18,"ili perc","2016-25",0.306155
"2017-10-01","hhs7",2016-06-25,"ili perc","2016-26",0.294126
"2017-10-01","hhs7",2016-07-02,"ili perc","2016-27",0.373576
"2017-10-01","hhs7",2016-07-09,"ili perc","2016-28",0.266904
"2017-10-01","hhs7",2016-07-16,"ili perc","2016-29",0.162856
"2017-10-01","hhs7",2016-07-23,"ili perc","2016-30",0.325119
"2017-10-01","hhs7",2016-07-30,"ili perc","2016-31",0.222125
"2017-10-01","hhs7",2016-08-06,"ili perc","2016-32",0.279177
"2017-10-01","hhs7",2016-08-13,"ili perc","2016-33",0.141758
"2017-10-01","hhs7",2016-08-20,"ili perc","2016-34",0.283671
"2017-10-01","hhs7",2016-08-27,"ili perc","2016-35",0.29973
"2017-10-01","hhs7",2016-09-03,"ili perc","2016-36",0.428906
"2017-10-01","hhs7",2016-09-10,"ili perc","2016-37",0.273509
"2017-10-01","hhs7",2016-09-17,"ili perc","2016-38",0.360435
"2017-10-01","hhs7",2016-09-24,"ili perc","2016-39",0.286907
"2018-09-23","hhs7",2016-10-01,"ili perc","2016-40",0.600404
"2018-09-23","hhs7",2016-10-08,"ili perc","2016-41",0.694833
